TERM,PATHWAYS,INTERACTIONS
wbgene00045315,0,0
wbgene00045314,0,0
wbgene00045316,0,0
wbgene00045327,0,0
wbgene00045321,0,0
wbgene00045338,0,0
wbgene00045354,0,0
wbgene00045348,0,0
wbgene00045356,0,0
wbgene00045361,0,0
wbgene00045359,0,0
wbgene00045362,0,0
wbgene00045363,0,0
wbgene00045364,0,0
wbgene00045370,0,0
wbgene00045368,0,0
wbgene00045372,0,0
wbgene00045376,0,0
wbgene00045373,0,0
wbgene00045382,0,0
wbgene00045388,0,0
wbgene00045389,0,0
wbgene00045396,0,0
wbgene00045397,0,0
wbgene00045398,0,0
wbgene00045402,0,0
wbgene00045404,0,0
wbgene00045407,0,0
wbgene00045410,0,0
wbgene00045414,0,0
wbgene00045415,0,0
wbgene00045417,0,0
wbgene00045418,0,0
wbgene00045433,0,0
wbgene00045455,0,0
wbgene00045434,0,0
wbgene00045456,0,0
wbgene00045459,0,0
wbgene00045461,0,0
wbgene00045468,0,0
wbgene00045474,0,0
wbgene00045475,0,0
wbgene00045482,0,0
wbgene00045492,0,0
wbgene00045494,0,0
wbgene00045500,0,0
wbgene00045502,0,0
wbgene00045507,0,0
wbgene00045509,0,0
wbgene00045511,0,0
wbgene00045510,0,0
wbgene00045514,0,0
wbgene00045517,0,0
wbgene00045515,0,0
wbgene00045518,0,0
wbgene00045521,0,0
wbgene00045519,0,0
wbgene00045522,0,0
wbgene00045526,0,0
wbgene00045523,0,0
wbgene00045527,0,0
wbgene00045529,0,0
wbgene00045530,0,0
wbgene00045533,0,0
wbgene00045534,0,0
wbgene00045536,0,0
wbgene00045539,0,0
wbgene00045542,0,0
wbgene00045540,0,0
wbgene00045545,0,0
wbgene00045546,0,0
wbgene00045547,0,0
wbgene00045549,0,0
wbgene00045550,0,0
wbgene00045552,0,0
wbgene00045556,0,0
wbgene00045557,0,0
wbgene00045558,0,0
wbgene00045562,0,0
wbgene00045560,0,0
wbgene00045563,0,0
wbgene00045565,0,0
wbgene00045564,0,0
wbgene00045569,0,0
wbgene00045570,0,0
wbgene00045571,0,0
wbgene00045572,0,0
wbgene00045573,0,0
wbgene00045575,0,0
wbgene00045577,0,0
wbgene00045578,0,0
wbgene00045580,0,0
wbgene00045582,0,0
wbgene00045581,0,0
wbgene00045585,0,0
wbgene00045586,0,0
wbgene00045587,0,0
wbgene00045589,0,0
wbgene00045590,0,0
wbgene00045591,0,0
wbgene00045592,0,0
wbgene00045594,0,0
wbgene00045593,0,0
wbgene00045595,0,0
wbgene00045596,0,0
wbgene00045599,0,0
wbgene00045602,0,0
wbgene00045601,0,0
wbgene00045603,0,0
wbgene00045604,0,0
wbgene00045607,0,0
wbgene00045609,0,0
wbgene00045612,0,0
wbgene00045613,0,0
wbgene00045614,0,0
wbgene00045615,0,0
wbgene00045616,0,0
wbgene00045621,0,0
wbgene00045620,0,0
wbgene00045622,0,0
wbgene00045623,0,0
wbgene00045625,0,0
wbgene00045628,0,0
wbgene00045626,0,0
wbgene00045631,0,0
wbgene00045632,0,0
wbgene00045633,0,0
wbgene00045635,0,0
wbgene00045636,0,0
wbgene00045638,0,0
wbgene00045642,0,0
wbgene00045645,0,0
wbgene00045650,0,0
wbgene00045651,0,0
wbgene00045652,0,0
wbgene00045657,0,0
wbgene00045660,0,0
wbgene00045661,0,0
wbgene00045662,0,0
wbgene00045664,0,0
wbgene00045665,0,0
wbgene00045666,0,0
wbgene00045668,0,0
wbgene00045671,0,0
wbgene00045670,0,0
wbgene00045675,0,0
wbgene00045677,0,0
wbgene00045680,0,0
wbgene00045683,0,0
wbgene00045682,0,0
wbgene00045684,0,0
wbgene00045685,0,0
wbgene00045686,0,0
wbgene00045689,0,0
wbgene00045687,0,0
wbgene00045691,0,0
wbgene00045692,0,0
wbgene00045693,0,0
wbgene00045694,0,0
wbgene00045695,0,0
wbgene00045697,0,0
wbgene00045696,0,0
wbgene00045699,0,0
wbgene00045702,0,0
wbgene00045703,0,0
wbgene00045704,0,0
wbgene00045705,0,0
wbgene00045707,0,0
wbgene00045709,0,0
wbgene00045711,0,0
wbgene00045712,0,0
wbgene00045713,0,0
wbgene00045714,0,0
wbgene00045716,0,0
wbgene00045717,0,0
wbgene00045718,0,0
wbgene00045719,0,0
wbgene00045720,0,0
wbgene00045721,0,0
wbgene00045723,0,0
wbgene00045722,0,0
wbgene00045724,0,0
wbgene00045729,0,0
wbgene00045725,0,0
wbgene00045730,0,0
wbgene00045734,0,0
wbgene00045736,0,0
wbgene00045739,0,0
wbgene00045737,0,0
wbgene00045740,0,0
wbgene00045741,0,0
wbgene00045742,0,0
wbgene00045744,0,0
wbgene00045743,0,0
wbgene00045746,0,0
wbgene00045747,0,0
wbgene00045748,0,0
wbgene00045749,0,0
wbgene00045750,0,0
wbgene00045751,0,0
wbgene00045752,0,0
wbgene00045753,0,0
wbgene00045754,0,0
wbgene00045757,0,0
wbgene00045759,0,0
wbgene00045760,0,0
wbgene00045762,0,0
wbgene00045764,0,0
wbgene00045763,0,0
wbgene00045765,0,0
wbgene00045769,0,0
wbgene00045767,0,0
wbgene00045770,0,0
wbgene00045772,0,0
wbgene00045773,0,0
wbgene00045778,0,0
wbgene00045776,0,0
wbgene00045779,0,0
wbgene00045782,0,0
wbgene00045783,0,0
wbgene00045786,0,0
wbgene00045787,0,0
wbgene00045790,0,0
wbgene00045791,0,0
wbgene00045794,0,0
wbgene00045792,0,0
wbgene00045795,0,0
wbgene00045797,0,0
wbgene00045799,0,0
wbgene00045800,0,0
wbgene00045803,0,0
wbgene00045806,0,0
wbgene00045804,0,0
wbgene00045807,0,0
wbgene00045809,0,0
wbgene00045812,0,0
wbgene00045814,0,0
wbgene00045815,0,0
wbgene00045816,0,0
wbgene00045817,0,0
wbgene00045822,0,0
wbgene00045818,0,0
wbgene00045823,0,0
wbgene00045825,0,0
wbgene00045826,0,0
wbgene00045828,0,0
wbgene00045827,0,0
wbgene00045834,0,0
wbgene00045836,0,0
wbgene00045838,0,0
wbgene00045840,0,0
wbgene00045843,0,0
wbgene00045847,0,0
wbgene00045848,0,0
wbgene00045853,0,0
wbgene00045852,0,0
wbgene00045854,0,0
wbgene00045855,0,0
wbgene00045859,0,0
wbgene00045860,0,0
wbgene00045861,0,0
wbgene00045862,0,0
wbgene00045863,0,0
wbgene00045865,0,0
wbgene00045867,0,0
wbgene00045870,0,0
wbgene00045869,0,0
wbgene00045873,0,0
wbgene00045875,0,0
wbgene00045874,0,0
wbgene00045879,0,0
wbgene00045880,0,0
wbgene00045882,0,0
wbgene00045884,0,0
wbgene00045885,0,0
wbgene00045888,0,0
wbgene00045889,0,0
wbgene00045890,0,0
wbgene00045891,0,0
wbgene00045892,0,0
wbgene00045893,0,0
wbgene00045894,0,0
wbgene00045895,0,0
wbgene00045896,0,0
wbgene00045897,0,0
wbgene00045898,0,0
wbgene00045899,0,0
wbgene00045900,0,0
wbgene00045901,0,0
wbgene00045903,0,0
wbgene00045902,0,0
wbgene00045905,0,0
wbgene00045907,0,0
wbgene00045909,0,0
wbgene00045912,0,0
wbgene00045911,0,0
wbgene00045913,0,0
wbgene00045916,0,0
wbgene00045918,0,0
wbgene00045919,0,0
wbgene00045920,0,0
wbgene00045922,0,0
wbgene00045923,0,0
wbgene00045927,0,0
wbgene00045924,0,0
wbgene00045929,0,0
wbgene00045931,0,0
wbgene00045934,0,0
wbgene00045937,0,0
wbgene00045938,0,0
wbgene00045939,0,0
wbgene00045941,0,0
wbgene00045942,0,0
wbgene00045944,0,0
wbgene00045947,0,0
wbgene00045949,0,0
wbgene00045950,0,0
wbgene00045951,0,0
wbgene00045952,0,0
wbgene00045954,0,0
wbgene00045955,0,0
wbgene00045956,0,0
wbgene00045959,0,0
wbgene00045958,0,0
wbgene00045962,0,0
wbgene00045963,0,0
wbgene00045964,0,0
wbgene00045965,0,0
wbgene00045966,0,0
wbgene00045967,0,0
wbgene00045969,0,0
wbgene00045970,0,0
wbgene00045971,0,0
wbgene00045974,0,0
wbgene00045972,0,0
wbgene00045975,0,0
wbgene00045978,0,0
wbgene00045980,0,0
wbgene00045982,0,0
wbgene00045981,0,0
wbgene00045984,0,0
wbgene00045985,0,0
wbgene00045987,0,0
wbgene00045988,0,0
wbgene00045991,0,0
wbgene00045995,0,0
wbgene00045996,0,0
wbgene00045997,0,0
wbgene00045998,0,0
wbgene00045999,0,0
wbgene00046001,0,0
wbgene00046002,0,0
wbgene00046003,0,0
wbgene00046005,0,0
wbgene00046004,0,0
wbgene00046006,0,0
wbgene00046009,0,0
wbgene00046010,0,0
wbgene00046012,0,0
wbgene00046014,0,0
wbgene00046015,0,0
wbgene00046017,0,0
wbgene00046018,0,0
wbgene00046020,0,0
wbgene00046021,0,0
wbgene00046022,0,0
wbgene00046024,0,0
wbgene00046023,0,0
wbgene00046027,0,0
wbgene00046028,0,0
wbgene00046029,0,0
wbgene00046032,0,0
wbgene00046031,0,0
wbgene00046033,0,0
wbgene00046036,0,0
wbgene00046038,0,0
wbgene00046042,0,0
wbgene00046044,0,0
wbgene00046046,0,0
wbgene00046045,0,0
wbgene00046047,0,0
wbgene00046049,0,0
wbgene00046050,0,0
wbgene00046052,0,0
wbgene00046054,0,0
wbgene00046056,0,0
wbgene00046057,0,0
wbgene00046059,0,0
wbgene00046058,0,0
wbgene00046060,0,0
wbgene00046063,0,0
wbgene00046066,0,0
wbgene00046067,0,0
wbgene00046068,0,0
wbgene00046069,0,0
wbgene00046070,0,0
wbgene00046076,0,0
wbgene00046072,0,0
wbgene00046079,0,0
wbgene00046081,0,0
wbgene00046082,0,0
wbgene00046083,0,0
wbgene00046086,0,0
wbgene00046088,0,0
wbgene00046087,0,0
wbgene00046090,0,0
wbgene00046091,0,0
wbgene00046092,0,0
wbgene00046095,0,0
wbgene00046093,0,0
wbgene00046096,0,0
wbgene00046099,0,0
wbgene00046100,0,0
wbgene00046102,0,0
wbgene00046103,0,0
wbgene00046105,0,0
wbgene00046106,0,0
wbgene00046110,0,0
wbgene00046111,0,0
wbgene00046113,0,0
wbgene00046115,0,0
wbgene00046117,0,0
wbgene00046116,0,0
wbgene00046119,0,0
wbgene00046127,0,0
wbgene00046123,0,0
wbgene00046128,0,0
wbgene00046129,0,0
wbgene00046134,0,0
wbgene00046136,0,0
wbgene00046138,0,0
wbgene00046142,0,0
wbgene00046148,0,0
wbgene00046151,0,0
wbgene00046149,0,0
wbgene00046152,0,0
wbgene00046153,0,0
wbgene00046154,0,0
wbgene00046156,0,0
wbgene00046159,0,0
wbgene00046163,0,0
wbgene00046162,0,0
wbgene00046166,0,0
wbgene00046172,0,0
wbgene00046169,0,0
wbgene00046173,0,0
wbgene00046174,0,0
wbgene00046176,0,0
wbgene00046178,0,0
wbgene00046177,0,0
wbgene00046180,0,0
wbgene00046181,0,0
wbgene00046182,0,0
wbgene00046184,0,0
wbgene00046183,0,0
wbgene00046186,0,0
wbgene00046191,0,0
wbgene00046195,0,0
wbgene00046198,0,0
wbgene00046197,0,0
wbgene00046199,0,0
wbgene00046201,0,0
wbgene00046202,0,0
wbgene00046205,0,0
wbgene00046206,0,0
wbgene00046207,0,0
wbgene00046208,0,0
wbgene00046211,0,0
wbgene00046210,0,0
wbgene00046214,0,0
wbgene00046215,0,0
wbgene00046217,0,0
wbgene00046221,0,0
wbgene00046223,0,0
wbgene00046226,0,0
wbgene00046231,0,0
wbgene00046232,0,0
wbgene00046233,0,0
wbgene00046234,0,0
wbgene00046236,0,0
wbgene00046237,0,0
wbgene00046238,0,0
wbgene00046240,0,0
wbgene00046245,0,0
wbgene00046246,0,0
wbgene00046248,0,0
wbgene00046249,0,0
wbgene00046250,0,0
wbgene00046251,0,0
wbgene00046252,0,0
wbgene00046254,0,0
wbgene00046255,0,0
wbgene00046259,0,0
wbgene00046260,0,0
wbgene00046263,0,0
wbgene00046264,0,0
wbgene00046268,0,0
wbgene00046269,0,0
wbgene00046272,0,0
wbgene00046273,0,0
wbgene00046276,0,0
wbgene00046277,0,0
wbgene00046278,0,0
wbgene00046284,0,0
wbgene00046285,0,0
wbgene00046286,0,0
wbgene00046287,0,0
wbgene00046288,0,0
wbgene00046289,0,0
wbgene00046297,0,0
wbgene00046300,0,0
wbgene00046303,0,0
wbgene00046308,0,0
wbgene00046315,0,0
wbgene00046319,0,0
wbgene00046320,0,0
wbgene00046323,0,0
wbgene00046321,0,0
wbgene00046327,0,0
wbgene00046330,0,0
wbgene00046331,0,0
wbgene00046339,0,0
wbgene00046340,0,0
wbgene00046343,0,0
wbgene00046344,0,0
wbgene00046345,0,0
wbgene00046346,0,0
wbgene00046352,0,0
wbgene00046351,0,0
wbgene00046354,0,0
wbgene00046355,0,0
wbgene00046356,0,0
wbgene00046358,0,0
wbgene00046357,0,0
wbgene00046359,0,0
wbgene00046360,0,0
wbgene00046361,0,0
wbgene00046362,0,0
wbgene00046363,0,0
wbgene00046364,0,0
wbgene00046367,0,0
wbgene00046368,0,0
wbgene00046369,0,0
wbgene00046370,0,0
wbgene00046371,0,0
wbgene00046372,0,0
wbgene00046373,0,0
wbgene00046375,0,0
wbgene00046379,0,0
wbgene00046380,0,0
wbgene00046381,0,0
wbgene00046384,0,0
wbgene00046383,0,0
wbgene00046385,0,0
wbgene00046389,0,0
wbgene00046387,0,0
wbgene00046390,0,0
wbgene00046392,0,0
wbgene00046391,0,0
wbgene00046393,0,0
wbgene00046394,0,0
wbgene00046396,0,0
wbgene00046397,0,0
wbgene00046398,0,0
wbgene00046399,0,0
wbgene00046400,0,0
wbgene00046401,0,0
wbgene00046402,0,0
wbgene00046403,0,0
wbgene00046404,0,0
wbgene00046406,0,0
wbgene00046407,0,0
wbgene00046408,0,0
wbgene00046413,0,0
wbgene00046415,0,0
wbgene00046417,0,0
wbgene00046422,0,0
wbgene00046420,0,0
wbgene00046423,0,0
wbgene00046426,0,0
wbgene00046430,0,0
wbgene00046431,0,0
wbgene00046432,0,0
wbgene00046435,0,0
wbgene00046434,0,0
wbgene00046437,0,0
wbgene00046438,0,0
wbgene00046439,0,0
wbgene00046440,0,0
wbgene00046441,0,0
wbgene00046446,0,0
wbgene00046444,0,0
wbgene00046448,0,0
wbgene00046449,0,0
wbgene00046450,0,0
wbgene00046456,0,0
wbgene00046459,0,0
wbgene00046460,0,0
wbgene00046462,0,0
wbgene00046466,0,0
wbgene00046465,0,0
wbgene00046468,0,0
wbgene00046469,0,0
wbgene00046470,0,0
wbgene00046472,0,0
wbgene00046471,0,0
wbgene00046473,0,0
wbgene00046474,0,0
wbgene00046476,0,0
wbgene00046477,0,0
wbgene00046479,0,0
wbgene00046480,0,0
wbgene00046481,0,0
wbgene00046483,0,0
wbgene00046484,0,0
wbgene00046487,0,0
wbgene00046488,0,0
wbgene00046489,0,0
wbgene00046491,0,0
wbgene00046492,0,0
wbgene00046493,0,0
wbgene00046495,0,0
wbgene00046494,0,0
wbgene00046496,0,0
wbgene00046498,0,0
wbgene00046499,0,0
wbgene00046501,0,0
wbgene00046502,0,0
wbgene00046503,0,0
wbgene00046504,0,0
wbgene00046506,0,0
wbgene00046507,0,0
wbgene00046513,0,0
wbgene00046512,0,0
wbgene00046515,0,0
wbgene00046517,0,0
wbgene00046518,0,0
wbgene00046520,0,0
wbgene00046521,0,0
wbgene00046526,0,0
wbgene00046525,0,0
wbgene00046527,0,0
wbgene00046531,0,0
wbgene00046532,0,0
wbgene00046534,0,0
wbgene00046536,0,0
wbgene00046544,0,0
wbgene00046543,0,0
wbgene00046546,0,0
wbgene00046549,0,0
wbgene00046553,0,0
wbgene00046554,0,0
wbgene00046556,0,0
wbgene00046557,0,0
wbgene00046561,0,0
wbgene00046562,0,0
wbgene00046565,0,0
wbgene00046566,0,0
wbgene00046567,0,0
wbgene00046568,0,0
wbgene00046569,0,0
wbgene00046571,0,0
wbgene00046572,0,0
wbgene00046574,0,0
wbgene00046575,0,0
wbgene00046576,0,0
wbgene00046578,0,0
wbgene00046580,0,0
wbgene00046582,0,0
wbgene00046583,0,0
wbgene00046584,0,0
wbgene00046586,0,0
wbgene00046588,0,0
wbgene00046590,0,0
wbgene00046593,0,0
wbgene00046597,0,0
wbgene00046598,0,0
wbgene00046599,0,0
wbgene00046600,0,0
wbgene00046602,0,0
wbgene00046601,0,0
wbgene00046603,0,0
wbgene00046605,0,0
wbgene00046604,0,0
wbgene00046606,0,0
wbgene00046607,0,0
wbgene00046609,0,0
wbgene00046612,0,0
wbgene00046611,0,0
wbgene00046613,0,0
wbgene00046615,0,0
wbgene00046616,0,0
wbgene00046619,0,0
wbgene00046621,0,0
wbgene00046625,0,0
wbgene00046624,0,0
wbgene00046626,0,0
wbgene00046627,0,0
wbgene00046628,0,0
wbgene00046630,0,0
wbgene00046629,0,0
wbgene00046632,0,0
wbgene00046638,0,0
wbgene00046636,0,0
wbgene00046641,0,0
wbgene00046646,0,0
wbgene00046643,0,0
wbgene00046647,0,0
wbgene00046648,0,0
wbgene00046649,0,0
wbgene00046653,0,0
wbgene00046652,0,0
wbgene00046655,0,0
wbgene00046657,0,0
wbgene00046659,0,0
wbgene00046661,0,0
wbgene00046660,0,0
wbgene00046662,0,0
wbgene00046664,0,0
wbgene00046663,0,0
wbgene00046666,0,0
wbgene00046671,0,0
wbgene00046670,0,0
wbgene00046672,0,0
wbgene00046673,0,0
wbgene00046676,0,0
wbgene00046679,0,0
wbgene00046678,0,0
wbgene00046681,0,0
wbgene00046683,0,0
wbgene00046682,0,0
wbgene00046684,0,0
wbgene00046689,0,0
wbgene00046686,0,0
wbgene00046690,0,0
wbgene00046691,0,0
wbgene00046692,0,0
wbgene00046697,0,0
wbgene00046695,0,0
wbgene00046698,0,0
wbgene00046702,0,0
wbgene00046703,0,0
wbgene00046709,0,0
wbgene00046710,0,0
wbgene00046712,0,0
wbgene00046711,0,0
wbgene00046713,0,0
wbgene00046714,0,0
wbgene00046716,0,0
wbgene00046717,0,0
wbgene00046718,0,0
wbgene00046723,0,0
wbgene00046724,0,0
wbgene00046728,0,0
wbgene00046727,0,0
wbgene00046731,0,0
wbgene00046735,0,0
wbgene00046737,0,0
wbgene00046738,0,0
wbgene00046739,0,0
wbgene00046740,0,0
wbgene00046741,0,0
wbgene00046742,0,0
wbgene00046743,0,0
wbgene00046747,0,0
wbgene00046750,0,0
wbgene00046751,0,0
wbgene00046754,0,0
wbgene00046757,0,0
wbgene00046758,0,0
wbgene00046760,0,0
wbgene00046759,0,0
wbgene00046762,0,0
wbgene00046765,0,0
wbgene00046767,0,0
wbgene00046770,0,0
wbgene00046771,0,0
wbgene00046774,0,0
wbgene00046775,0,0
wbgene00046776,0,0
wbgene00046777,0,0
wbgene00046779,0,0
wbgene00046780,0,0
wbgene00046781,0,0
wbgene00046782,0,0
wbgene00046783,0,0
wbgene00046784,0,0
wbgene00046787,0,0
wbgene00046786,0,0
wbgene00046788,0,0
wbgene00046789,0,0
wbgene00046791,0,0
wbgene00046796,0,0
wbgene00046795,0,0
wbgene00046797,0,0
wbgene00046799,0,0
wbgene00046800,0,0
wbgene00046801,0,0
wbgene00046803,0,0
wbgene00046804,0,0
wbgene00046805,0,0
wbgene00046807,0,0
wbgene00046808,0,0
wbgene00046809,0,0
wbgene00046813,0,0
wbgene00046814,0,0
wbgene00046815,0,0
wbgene00046820,0,0
wbgene00046819,0,0
wbgene00046822,0,0
wbgene00046823,0,0
wbgene00046824,0,0
wbgene00046830,0,0
wbgene00046825,0,0
wbgene00046832,0,0
wbgene00046834,0,0
wbgene00046835,0,0
wbgene00046837,0,0
wbgene00046836,0,0
wbgene00046838,0,0
wbgene00046839,0,0
wbgene00046840,0,0
wbgene00046841,0,0
wbgene00046842,0,0
wbgene00046843,0,0
wbgene00046844,0,0
wbgene00046845,0,0
wbgene00046846,0,0
wbgene00046855,0,0
wbgene00046851,0,0
wbgene00046856,0,0
wbgene00046861,0,0
wbgene00046857,0,0
wbgene00046862,0,0
wbgene00046863,0,0
wbgene00046864,0,0
wbgene00046866,0,0
wbgene00046865,0,0
wbgene00046867,0,0
wbgene00046870,0,0
wbgene00046871,0,0
wbgene00046873,0,0
wbgene00046872,0,0
wbgene00046875,0,0
wbgene00046879,0,0
wbgene00046880,0,0
wbgene00046881,0,0
wbgene00046882,0,0
wbgene00046883,0,0
wbgene00046885,0,0
wbgene00046888,0,0
wbgene00046890,0,0
wbgene00046892,0,0
wbgene00046891,0,0
wbgene00046893,0,0
wbgene00046896,0,0
wbgene00046899,0,0
wbgene00046900,0,0
wbgene00046901,0,0
wbgene00046903,0,0
wbgene00046907,0,0
wbgene00046909,0,0
wbgene00046910,0,0
wbgene00046911,0,0
wbgene00046912,0,0
wbgene00046914,0,0
wbgene00046915,0,0
wbgene00046919,0,0
wbgene00046918,0,0
wbgene00046922,0,0
wbgene00046924,0,0
wbgene00046923,0,0
wbgene00046925,0,0
wbgene00046927,0,0
wbgene00046928,0,0
wbgene00046930,0,0
wbgene00046931,0,0
wbgene00046934,0,0
wbgene00046933,0,0
wbgene00046935,0,0
wbgene00046940,0,0
wbgene00046942,0,0
wbgene00046944,0,0
wbgene00046945,0,0
wbgene00046947,0,0
wbgene00046948,0,0
wbgene00046949,0,0
wbgene00046950,0,0
wbgene00046953,0,0
wbgene00046954,0,0
wbgene00046956,0,0
wbgene00046955,0,0
wbgene00046957,0,0
wbgene00046959,0,0
wbgene00046964,0,0
wbgene00046966,0,0
wbgene00046968,0,0
wbgene00046969,0,0
wbgene00046970,0,0
wbgene00046971,0,0
wbgene00046972,0,0
wbgene00046973,0,0
wbgene00046974,0,0
wbgene00046976,0,0
wbgene00046977,0,0
wbgene00046979,0,0
wbgene00046978,0,0
wbgene00046980,0,0
wbgene00046985,0,0
wbgene00046983,0,0
wbgene00046986,0,0
wbgene00046988,0,0
wbgene00046990,0,0
wbgene00046991,0,0
wbgene00046993,0,0
wbgene00046995,0,0
wbgene00046996,0,0
wbgene00046999,0,0
wbgene00046997,0,0
wbgene00047002,0,0
wbgene00047007,0,0
wbgene00047003,0,0
wbgene00047008,0,0
wbgene00047009,0,0
wbgene00047010,0,0
wbgene00047011,0,0
wbgene00047012,0,0
wbgene00047019,0,0
wbgene00047014,0,0
wbgene00047023,0,0
wbgene00047025,0,0
wbgene00047026,0,0
wbgene00047028,0,0
wbgene00047029,0,0
wbgene00047031,0,0
wbgene00047032,0,0
wbgene00047033,0,0
wbgene00047034,0,0
wbgene00047037,0,0
wbgene00047039,0,0
wbgene00047042,0,0
wbgene00047045,0,0
wbgene00047046,0,0
wbgene00047047,0,0
wbgene00047048,0,0
wbgene00047049,0,0
wbgene00047050,0,0
wbgene00047051,0,0
wbgene00047052,0,0
wbgene00047054,0,0
wbgene00047055,0,0
wbgene00047059,0,0
wbgene00047062,0,0
wbgene00047064,0,0
wbgene00047065,0,0
wbgene00047066,0,0
wbgene00047068,0,0
wbgene00047069,0,0
wbgene00047072,0,0
wbgene00047073,0,0
wbgene00047077,0,0
wbgene00047074,0,0
wbgene00047078,0,0
wbgene00047081,0,0
wbgene00047085,0,0
wbgene00047086,0,0
wbgene00047088,0,0
wbgene00047089,0,0
wbgene00047092,0,0
wbgene00047094,0,0
wbgene00047097,0,0
wbgene00047098,0,0
wbgene00047100,0,0
wbgene00047104,0,0
wbgene00047103,0,0
wbgene00047105,0,0
wbgene00047108,0,0
wbgene00047107,0,0
wbgene00047109,0,0
wbgene00047112,0,0
wbgene00047111,0,0
wbgene00047114,0,0
wbgene00047119,0,0
wbgene00047120,0,0
wbgene00047121,0,0
wbgene00047123,0,0
wbgene00047125,0,0
wbgene00047130,0,0
wbgene00047131,0,0
wbgene00047133,0,0
wbgene00047134,0,0
wbgene00047137,0,0
wbgene00047139,0,0
wbgene00047140,0,0
wbgene00047143,0,0
wbgene00047141,0,0
wbgene00047146,0,0
wbgene00047149,0,0
wbgene00047150,0,0
wbgene00047153,0,0
wbgene00047151,0,0
wbgene00047156,0,0
wbgene00047159,0,0
wbgene00047158,0,0
wbgene00047160,0,0
wbgene00047168,0,0
wbgene00047161,0,0
wbgene00047169,0,0
wbgene00047172,0,0
wbgene00047170,0,0
wbgene00047174,0,0
wbgene00047175,0,0
wbgene00047179,0,0
wbgene00047182,0,0
wbgene00047181,0,0
wbgene00047183,0,0
wbgene00047184,0,0
wbgene00047185,0,0
wbgene00047186,0,0
wbgene00047190,0,0
wbgene00047193,0,0
wbgene00047194,0,0
wbgene00047199,0,0
wbgene00047198,0,0
wbgene00047200,0,0
wbgene00047201,0,0
wbgene00047204,0,0
wbgene00047208,0,0
wbgene00047213,0,0
wbgene00047214,0,0
wbgene00047215,0,0
wbgene00047216,0,0
wbgene00047219,0,0
wbgene00047220,0,0
wbgene00047224,0,0
wbgene00047226,0,0
wbgene00047228,0,0
wbgene00047230,0,0
wbgene00047232,0,0
wbgene00047234,0,0
wbgene00047235,0,0
wbgene00047241,0,0
wbgene00047236,0,0
wbgene00047242,0,0
wbgene00047246,0,0
wbgene00047244,0,0
wbgene00047252,0,0
wbgene00047254,0,0
wbgene00047253,0,0
wbgene00047256,0,0
wbgene00047259,0,0
wbgene00047260,0,0
wbgene00047266,0,0
wbgene00047267,0,0
wbgene00047276,0,0
wbgene00047271,0,0
wbgene00047282,0,0
wbgene00047286,0,0
wbgene00047283,0,0
wbgene00047287,0,0
wbgene00047291,0,0
wbgene00047289,0,0
wbgene00047292,0,0
wbgene00047297,0,0
wbgene00047301,0,0
wbgene00047302,0,0
wbgene00047308,0,0
wbgene00047316,0,0
wbgene00047312,0,0
wbgene00047322,0,0
wbgene00047323,0,0
wbgene00047326,0,0
wbgene00047329,0,0
wbgene00047331,0,0
wbgene00047333,0,0
wbgene00047337,0,0
wbgene00047344,0,0
wbgene00047338,0,0
wbgene00047345,0,0
wbgene00047347,0,0
wbgene00047346,0,0
wbgene00047349,0,0
wbgene00047353,0,0
wbgene00047350,0,0
wbgene00047357,0,0
wbgene00047362,0,0
wbgene00047363,0,0
wbgene00047368,0,0
wbgene00047369,0,0
wbgene00047372,0,0
wbgene00047371,0,0
wbgene00047376,0,0
wbgene00047380,0,0
wbgene00047379,0,0
wbgene00047381,0,0
wbgene00047386,0,0
wbgene00047387,0,0
wbgene00047391,0,0
wbgene00047398,0,0
wbgene00047401,0,0
wbgene00047400,0,0
wbgene00047402,0,0
wbgene00047406,0,0
wbgene00047407,0,0
wbgene00047408,0,0
wbgene00047413,0,0
wbgene00047416,0,0
wbgene00047420,0,0
wbgene00047427,0,0
wbgene00047426,0,0
wbgene00047428,0,0
wbgene00047429,0,0
wbgene00047430,0,0
wbgene00047432,0,0
wbgene00047431,0,0
wbgene00047435,0,0
wbgene00047440,0,0
wbgene00047439,0,0
wbgene00047441,0,0
wbgene00047446,0,0
wbgene00047457,0,0
wbgene00047461,0,0
wbgene00047460,0,0
wbgene00047462,0,0
wbgene00047468,0,0
wbgene00047470,0,0
wbgene00047476,0,0
wbgene00047475,0,0
wbgene00047477,0,0
wbgene00047478,0,0
wbgene00047482,0,0
wbgene00047492,0,0
wbgene00047491,0,0
wbgene00047493,0,0
wbgene00047502,0,0
wbgene00047497,0,0
wbgene00047504,0,0
wbgene00047510,0,0
wbgene00047511,0,0
wbgene00047512,0,0
wbgene00047514,0,0
wbgene00047521,0,0
wbgene00047524,0,0
wbgene00047526,0,0
wbgene00047529,0,0
wbgene00047530,0,0
wbgene00047531,0,0
wbgene00047536,0,0
wbgene00047538,0,0
wbgene00047539,0,0
wbgene00047545,0,0
wbgene00047548,0,0
wbgene00047546,0,0
wbgene00047553,0,0
wbgene00047554,0,0
wbgene00047556,0,0
wbgene00047557,0,0
wbgene00047559,0,0
wbgene00047560,0,0
wbgene00047568,0,0
wbgene00047569,0,0
wbgene00047574,0,0
wbgene00047575,0,0
wbgene00047576,0,0
